"","X","league","cumPoints","Goals","Points","Standing","Shots","ShotsOnTarget","Corners","Fouls","DP","results","B365H","B365D","B365A"
"2395",2395,"SPD",0.43298969072165,0.192307692307692,0.466666666666667,1.25,0.533333333333333,0.355932203389831,0.549019607843137,0.524822695035461,0.515151515151515,"D",2.25,3.25,3.2
"2397",2397,"SPD",0.268041237113402,0.192307692307692,0.466666666666667,2.22222222222222,0.508333333333333,0.338983050847458,0.509803921568628,0.574468085106383,0.515151515151515,"H",1.33,4.5,11
"2398",2398,"SPD",0.412371134020619,0.0769230769230769,0.2,2.42857142857143,0.541666666666667,0.372881355932203,0.411764705882353,0.602836879432624,0.560606060606061,"H",2.1,3.3,3.5
"2401",2401,"SPD",0.701030927835051,0.192307692307692,0.6,0.111111111111111,0.541666666666667,0.457627118644068,0.372549019607843,0.51063829787234,0.515151515151515,"A",3,3.2,2.37
"2403",2403,"SPD",0.422680412371134,0.192307692307692,0.533333333333333,1.14285714285714,0.675,0.440677966101695,0.333333333333333,0.659574468085106,0.651515151515151,"H",2.1,3.3,3.5
"2406",2406,"SPD",0.412371134020619,0.153846153846154,0.266666666666667,2,0.508333333333333,0.322033898305085,0.372549019607843,0.872340425531915,0.5,"A",2.62,3.3,2.6
"2407",2407,"SPD",0.577319587628866,0.230769230769231,0.4,0.6,0.525,0.288135593220339,0.372549019607843,0.595744680851064,0.378787878787879,"D",2.6,3.3,2.62
"2408",2408,"SPD",0.536082474226804,0.269230769230769,0.8,2,0.591666666666667,0.322033898305085,0.352941176470588,0.50354609929078,0.242424242424242,"H",1.57,3.8,6.5
"2409",2409,"SPD",0.54639175257732,0.5,0.8,2.33333333333333,0.55,0.355932203389831,0.509803921568628,0.48936170212766,0.272727272727273,"A",1.57,3.75,6
"2410",2410,"SPD",0.597938144329897,0.346153846153846,0.666666666666667,0.416666666666667,0.633333333333333,0.389830508474576,0.627450980392157,0.574468085106383,0.409090909090909,"A",3.4,3.4,2.1
"2412",2412,"SPD",0.309278350515464,0.153846153846154,0.0666666666666667,1.11764705882353,0.316666666666667,0.203389830508475,0.235294117647059,0.539007092198582,0.515151515151515,"H",1.36,4.2,9
"2413",2413,"SPD",0.463917525773196,0.230769230769231,0.333333333333333,0.866666666666667,0.475,0.338983050847458,0.568627450980392,0.588652482269504,0.363636363636364,"D",2.1,3.25,3.6
"2415",2415,"SPD",0.0824742268041237,0.230769230769231,0.4,4.66666666666667,0.591666666666667,0.491525423728814,0.509803921568628,0.709219858156028,0.5,"H",2.2,3.2,3.25
