"","X","league","cumPoints","Goals","Points","Standing","Shots","ShotsOnTarget","Corners","Fouls","DP","results","B365H","B365D","B365A"
"3427",788,"EPL",0.303370786516854,0.25,0.466666666666667,0.611111111111111,0.533898305084746,0.438356164383562,0.516666666666667,0.724770642201835,0.326530612244898,"A",2.5,3.25,2.7
"3437",798,"EPL",0.393258426966292,0.35,0.4,1.5,0.313559322033898,0.232876712328767,0.433333333333333,0.504587155963303,0.122448979591837,"H",0,0,0
"3441",802,"EPL",0.269662921348315,0.25,0.266666666666667,2.8,0.525423728813559,0.383561643835616,0.483333333333333,0.412844036697248,0.244897959183673,"D",1.727,3.4,5
"3444",805,"EPL",0.573033707865168,0.35,0.333333333333333,0.5,0.576271186440678,0.465753424657534,0.483333333333333,0.651376146788991,0.408163265306122,"H",2,3.2,3.75
"3449",810,"EPL",0.887640449438202,0.35,0.866666666666667,2,0.728813559322034,0.643835616438356,0.566666666666667,0.532110091743119,0.244897959183673,"H",2.1,3.1,3.6
"3451",812,"EPL",0.449438202247191,0.4,0.466666666666667,0.333333333333333,0.61864406779661,0.506849315068493,0.533333333333333,0.458715596330275,0.285714285714286,"H",0,0,0
"3454",815,"EPL",0.51685393258427,0.45,0.733333333333333,0.0666666666666667,0.533898305084746,0.479452054794521,0.716666666666667,0.495412844036697,0.163265306122449,"A",5,3.4,1.615
"3455",816,"EPL",0.337078651685393,0.15,0.266666666666667,9,0.449152542372881,0.424657534246575,0.366666666666667,0.706422018348624,0.387755102040816,"H",1.25,5.5,10
"3461",822,"EPL",0.550561797752809,0.15,0.266666666666667,0.526315789473684,0.466101694915254,0.410958904109589,0.65,0.587155963302752,0.224489795918367,"A",2.3,3.25,3
"3470",831,"EPL",0.247191011235955,0.2,0.533333333333333,1.25,0.559322033898305,0.547945205479452,0.466666666666667,0.669724770642202,0.244897959183673,"A",2.2,3.1,3.4
"3472",833,"EPL",0.48314606741573,0.2,0.2,2.5,0.542372881355932,0.438356164383562,0.633333333333333,0.623853211009174,0.408163265306122,"H",1.66,3.4,5.5
"3473",834,"EPL",0.382022471910112,0.2,0.4,2.25,0.474576271186441,0.356164383561644,0.483333333333333,0.577981651376147,0.653061224489796,"H",1.61,3.6,5.5
"3481",842,"EPL",0.393258426966292,0.5,0.466666666666667,0.666666666666667,0.567796610169491,0.63013698630137,0.633333333333333,0.422018348623853,0.530612244897959,"A",2.2,3.25,2.8
"3483",844,"EPL",0.617977528089888,0.5,1,0.142857142857143,0.508474576271186,0.561643835616438,0.383333333333333,0.642201834862385,0.408163265306122,"A",4.5,3.25,1.83
"3495",856,"EPL",0.280898876404494,0.45,0.466666666666667,1.15384615384615,0.372881355932203,0.342465753424658,0.566666666666667,0.522935779816514,0.36734693877551,"A",1.9,3.1,4.33
"3496",857,"EPL",0.325842696629214,0.2,0.266666666666667,11,0.305084745762712,0.232876712328767,0.25,0.614678899082569,0.510204081632653,"H",0,0,0
"3503",864,"EPL",0.258426966292135,0.45,0.333333333333333,1.25,0.398305084745763,0.287671232876712,0.433333333333333,0.642201834862385,0.285714285714286,"A",1.909,3.25,4
"3505",866,"EPL",0.134831460674157,0.45,0.8,0.142857142857143,0.466101694915254,0.356164383561644,0.3,0.495412844036697,0.469387755102041,"A",7.5,4.33,1.4
"3508",869,"EPL",0.0561797752808989,0.25,0.333333333333333,0.923076923076923,0.457627118644068,0.287671232876712,0.4,0.651376146788991,0.693877551020408,"A",2.1,3.1,3.5
"3509",870,"EPL",0.134831460674157,0.55,0.8,0.333333333333333,0.694915254237288,0.575342465753425,0.633333333333333,0.568807339449541,0.285714285714286,"D",7,3.75,1.5
"3513",874,"EPL",0.112359550561798,0.35,0.6,1.16666666666667,0.720338983050847,0.493150684931507,0.566666666666667,0.63302752293578,0.326530612244898,"H",3.75,3.2,2
"3514",875,"EPL",0.0898876404494382,0.3,0.533333333333333,0.5,0.711864406779661,0.643835616438356,0.883333333333333,0.412844036697248,0.285714285714286,"A",6.5,3.6,1.53
"3516",877,"EPL",0.224719101123595,0.25,0.2,2.57142857142857,0.415254237288136,0.465753424657534,0.483333333333333,0.669724770642202,0.326530612244898,"H",1.4,4.333,7.5
"3524",885,"EPL",0.112359550561798,0.25,0.466666666666667,0.533333333333333,0.279661016949153,0.219178082191781,0.533333333333333,0.348623853211009,0.26530612244898,"A",1.9,3.25,4
"3540",901,"EPL",0.325842696629214,0.4,0.266666666666667,1.09090909090909,0.516949152542373,0.356164383561644,0.633333333333333,0.715596330275229,0.408163265306122,"A",0,0,0
"3551",912,"EPL",0.0786516853932584,0.2,0.266666666666667,1.15384615384615,0.516949152542373,0.465753424657534,0.45,0.642201834862385,0.591836734693878,"H",2.4,3.1,2.87
"3565",926,"EPL",0.123595505617978,0.2,0.533333333333333,0.666666666666667,0.457627118644068,0.342465753424658,0.483333333333333,0.486238532110092,0.346938775510204,"D",3.6,3.3,2
"3572",933,"EPL",0.415730337078652,0.3,0.666666666666667,1.33333333333333,0.423728813559322,0.36986301369863,0.483333333333333,0.486238532110092,0.122448979591837,"H",1.364,4.333,9
"3576",937,"EPL",0.213483146067416,0.35,0.4,4,0.576271186440678,0.410958904109589,0.583333333333333,0.623853211009174,0.326530612244898,"H",1.3,5,9
"3577",938,"EPL",0.0674157303370786,0.1,0.266666666666667,1.0625,0.347457627118644,0.273972602739726,0.45,0.495412844036697,0.346938775510204,"A",1.72,3.4,5
"3585",946,"EPL",0.235955056179775,0.25,0.4,5.66666666666667,0.423728813559322,0.301369863013699,0.533333333333333,0.513761467889908,0.244897959183673,"H",1.4,3.75,7.5
"3588",949,"EPL",0.202247191011236,0.3,0.4,0.857142857142857,0.330508474576271,0.301369863013699,0.316666666666667,0.651376146788991,0.163265306122449,"A",2,3.2,3.75
"3593",954,"EPL",0.0898876404494382,0.15,0.333333333333333,1.9,0.525423728813559,0.438356164383562,0.45,0.577981651376147,0.448979591836735,"H",1.9,3.25,4
"3597",958,"EPL",0.101123595505618,0.05,0.133333333333333,6,0.525423728813559,0.315068493150685,0.483333333333333,0.669724770642202,0.408163265306122,"D",1.25,5,13
"3602",963,"EPL",0.235955056179775,0.25,0.466666666666667,0.571428571428571,0.355932203389831,0.328767123287671,0.466666666666667,0.642201834862385,0.469387755102041,"H",2.4,3.2,2.87
"3605",966,"EPL",0.101123595505618,0.1,0.333333333333333,3.8,0.355932203389831,0.205479452054795,0.566666666666667,0.678899082568807,0.244897959183673,"H",1.61,3.6,5.5
"3608",969,"EPL",0.168539325842697,0.25,0.533333333333333,0.8,0.432203389830508,0.328767123287671,0.45,0.559633027522936,0.469387755102041,"D",2.4,3.2,2.87
"3618",979,"EPL",0.179775280898876,0.2,0.466666666666667,1.33333333333333,0.576271186440678,0.452054794520548,0.616666666666667,0.715596330275229,0.285714285714286,"H",1.44,3.75,8.5
"3619",980,"EPL",0.112359550561798,0.2,0.266666666666667,1.0625,0.347457627118644,0.26027397260274,0.25,0.568807339449541,0.387755102040816,"H",1.8,3.3,4.5
"3626",987,"EPL",0.359550561797753,0.45,0.666666666666667,0.666666666666667,0.61864406779661,0.561643835616438,0.55,0.568807339449541,0.510204081632653,"A",5,3.6,1.66
"3635",996,"EPL",0.426966292134831,0.5,0.866666666666667,0.0714285714285714,0.677966101694915,0.602739726027397,0.55,0.504587155963303,0.244897959183673,"A",6,3.6,1.57
"3646",1007,"EPL",0.179775280898876,0.2,0.266666666666667,0.736842105263158,0.364406779661017,0.315068493150685,0.4,0.697247706422018,0.510204081632653,"H",2.5,3.1,2.8
"3647",1008,"EPL",0.179775280898876,0.15,0.333333333333333,1.25,0.330508474576271,0.273972602739726,0.383333333333333,0.541284403669725,0.285714285714286,"H",1.72,3.4,5
"3649",1010,"EPL",0.202247191011236,0.25,0.466666666666667,0.8125,0.474576271186441,0.328767123287671,0.35,0.587155963302752,0.448979591836735,"A",2,3.3,3.6
"3656",1017,"EPL",0.415730337078652,0.4,0.733333333333333,0.357142857142857,0.415254237288136,0.397260273972603,0.45,0.577981651376147,0.163265306122449,"D",2.87,3.25,2.37
"3657",1018,"EPL",0.415730337078652,0.35,0.333333333333333,0.538461538461538,0.550847457627119,0.561643835616438,0.633333333333333,0.577981651376147,0.285714285714286,"H",2.6,3.2,2.62
"3662",1023,"EPL",0.280898876404494,0.45,0.466666666666667,1.5,0.483050847457627,0.424657534246575,0.55,0.504587155963303,0.673469387755102,"D",1.72,3.4,5
"3664",1025,"EPL",0.213483146067416,0.4,0.733333333333333,7,0.449152542372881,0.410958904109589,0.35,0.44954128440367,0.530612244897959,"H",1.2,6,13
"3670",1031,"EPL",0.337078651685393,0.6,0.8,3,0.440677966101695,0.479452054794521,0.5,0.678899082568807,0.163265306122449,"A",2.1,3.25,3.4
"3676",1037,"EPL",0.438202247191011,0.25,0.733333333333333,0.2,0.703389830508475,0.561643835616438,0.383333333333333,0.614678899082569,0.36734693877551,"A",5.5,3.8,1.57
"3682",1043,"EPL",0.49438202247191,0.45,0.666666666666667,0.111111111111111,0.644067796610169,0.547945205479452,0.55,0.660550458715596,0.326530612244898,"A",5.5,3.6,1.61
"3685",1046,"EPL",0.202247191011236,0.35,0.266666666666667,1.2,0.313559322033898,0.287671232876712,0.383333333333333,0.614678899082569,0.326530612244898,"H",1.9,3.1,4.33
"3697",1058,"EPL",0.370786516853933,0.45,0.533333333333333,0.578947368421053,0.389830508474576,0.356164383561644,0.45,0.541284403669725,0.244897959183673,"A",2.5,3.2,2.5
"3701",1062,"EPL",0.224719101123595,0.3,0.266666666666667,1.875,0.542372881355932,0.465753424657534,0.583333333333333,0.504587155963303,0.387755102040816,"D",1.83,3.25,4.5
"3704",1065,"EPL",0.280898876404494,0.25,0.133333333333333,1.42857142857143,0.398305084745763,0.342465753424658,0.433333333333333,0.715596330275229,0.326530612244898,"H",1.8,3.2,4.75
"3709",1070,"EPL",0.235955056179775,0.25,0.333333333333333,1.14285714285714,0.491525423728814,0.424657534246575,0.516666666666667,0.55045871559633,0.346938775510204,"H",2,3.2,3.75
"3719",1080,"EPL",0.382022471910112,0.65,0.8,0.857142857142857,0.813559322033898,0.780821917808219,0.6,0.385321100917431,0.244897959183673,"A",2.6,3.2,2.62
"3721",1082,"EPL",0.123595505617978,0.1,0.133333333333333,2,0.322033898305085,0.328767123287671,0.516666666666667,0.697247706422018,0.204081632653061,"D",1.66,3.4,5.5
"3728",1089,"EPL",0.258426966292135,0.25,0.466666666666667,0.882352941176471,0.576271186440678,0.561643835616438,0.466666666666667,0.431192660550459,0.408163265306122,"H",1.8,3.4,4.5
"3734",1095,"EPL",0.528089887640449,0.55,0.733333333333333,0.166666666666667,0.610169491525424,0.424657534246575,0.5,0.568807339449541,0.36734693877551,"D",6.5,3.75,1.53
"3736",1097,"EPL",0.415730337078652,0.55,0.733333333333333,0.666666666666667,0.584745762711864,0.424657534246575,0.416666666666667,0.568807339449541,0.489795918367347,"H",0,0,0
"3738",1099,"EPL",0.269662921348315,0.35,0.466666666666667,0.789473684210526,0.508474576271186,0.452054794520548,0.483333333333333,0.596330275229358,0.244897959183673,"A",2.5,3.2,2.75
"3746",1107,"EPL",0.303370786516854,0.3,0.466666666666667,0.611111111111111,0.542372881355932,0.438356164383562,0.45,0.623853211009174,0.122448979591837,"D",2.1,3.3,3.4
"3752",1113,"EPL",0.573033707865168,0.55,0.6,0.666666666666667,0.61864406779661,0.438356164383562,0.533333333333333,0.605504587155963,0.408163265306122,"H",2.87,3,2.5
"3753",1114,"EPL",0.426966292134831,0.3,0.4,2,0.516949152542373,0.520547945205479,0.5,0.495412844036697,0.244897959183673,"D",1.66,3.4,4.5
"3767",1128,"EPL",0.348314606741573,0.35,0.466666666666667,2.4,0.313559322033898,0.301369863013699,0.416666666666667,0.577981651376147,0.36734693877551,"H",1.9,3.25,3.5
"3773",1134,"EPL",0.348314606741573,0.45,0.6,5,0.525423728813559,0.36986301369863,0.466666666666667,0.596330275229358,0.530612244897959,"H",1.28,5,10
"3783",1144,"EPL",0.325842696629214,0.5,0.733333333333333,3,0.423728813559322,0.315068493150685,0.466666666666667,0.568807339449541,0.408163265306122,"H",1.5,3.75,7
"3784",1145,"EPL",0.393258426966292,0.35,0.533333333333333,2.66666666666667,0.533898305084746,0.410958904109589,0.65,0.559633027522936,0.408163265306122,"D",1.57,3.6,6
"3786",1147,"EPL",0.50561797752809,0.5,0.8,0.333333333333333,0.550847457627119,0.506849315068493,0.533333333333333,0.385321100917431,0.26530612244898,"D",4.33,3.4,1.8
"3797",1158,"EPL",0.325842696629214,0.3,0.2,7,0.457627118644068,0.424657534246575,0.466666666666667,0.577981651376147,0.285714285714286,"H",1.28,5,10
"3807",1168,"EPL",0.224719101123595,0.3,0.133333333333333,1.05555555555556,0.550847457627119,0.438356164383562,0.5,0.871559633027523,0.63265306122449,"H",2.3,3.25,3
"3809",1170,"EPL",0.404494382022472,0.4,0.666666666666667,0.555555555555556,0.330508474576271,0.287671232876712,0.516666666666667,0.568807339449541,0.285714285714286,"A",2.4,3.2,2.6
"3812",1173,"EPL",0.337078651685393,0.35,0.466666666666667,5.33333333333333,0.449152542372881,0.301369863013699,0.466666666666667,0.63302752293578,0.469387755102041,"H",1.3,4.75,8.5
"3815",1176,"EPL",0.460674157303371,0.15,0.333333333333333,0.636363636363636,0.5,0.36986301369863,0.816666666666667,0.532110091743119,0.204081632653061,"H",2.3,3.1,3.1
"3818",1179,"EPL",0.48314606741573,0.55,0.8,1.5,0.550847457627119,0.520547945205479,0.566666666666667,0.559633027522936,0.204081632653061,"H",1.5,3.75,7
"3821",1182,"EPL",0.775280898876405,0.65,0.8,0.333333333333333,0.652542372881356,0.575342465753425,0.533333333333333,0.559633027522936,0.408163265306122,"A",2.6,3.1,2.7
"3822",1183,"EPL",0.325842696629214,0.3,0.466666666666667,1.13333333333333,0.567796610169491,0.561643835616438,0.35,0.532110091743119,0.591836734693878,"A",2,3.2,3.75
"3824",1185,"EPL",0.393258426966292,0.3,0.466666666666667,0.3,0.567796610169491,0.547945205479452,0.466666666666667,0.614678899082569,0.346938775510204,"H",2.6,3.2,2.625
"3829",1190,"EPL",0.258426966292135,0.3,0.466666666666667,0.9,0.338983050847458,0.26027397260274,0.383333333333333,0.458715596330275,0.326530612244898,"D",2.5,3.1,2.8
"3838",1199,"EPL",0.393258426966292,0.3,0.6,1.16666666666667,0.423728813559322,0.342465753424658,0.4,0.504587155963303,0.204081632653061,"D",2.1,3.1,3.6
"3846",1207,"EPL",0.415730337078652,0.3,0.466666666666667,0.611111111111111,0.330508474576271,0.287671232876712,0.433333333333333,0.559633027522936,0.285714285714286,"H",2.4,3.25,2.8
"3858",1219,"EPL",0.775280898876405,0.5,1,0.1,0.508474576271186,0.397260273972603,0.4,0.403669724770642,0.204081632653061,"A",9.5,4.5,1.33
"3859",1220,"EPL",0.404494382022472,0.15,0.333333333333333,0.631578947368421,0.279661016949153,0.219178082191781,0.416666666666667,0.559633027522936,0.326530612244898,"H",2.2,3.2,3.25
"3862",1223,"EPL",0.438202247191011,0.15,0.266666666666667,0.466666666666667,0.288135593220339,0.191780821917808,0.2,0.422018348623853,0.346938775510204,"H",0,0,0
"3879",1240,"EPL",0.438202247191011,0.2,0.466666666666667,0.666666666666667,0.491525423728814,0.383561643835616,0.4,0.559633027522936,0.204081632653061,"H",2.2,3.25,2.8
"3880",1241,"EPL",0.359550561797753,0.35,0.333333333333333,0.857142857142857,0.550847457627119,0.465753424657534,0.716666666666667,0.596330275229358,0.326530612244898,"D",2.1,3.25,3.4
"3883",1244,"EPL",0.415730337078652,0.15,0.466666666666667,0.866666666666667,0.389830508474576,0.328767123287671,0.533333333333333,0.660550458715596,0.448979591836735,"A",2.2,3.25,3.2
"3885",1246,"EPL",0.51685393258427,0.15,0.333333333333333,0.4,0.466101694915254,0.438356164383562,0.45,0.678899082568807,0.285714285714286,"H",3,3.25,2.3
"3886",1247,"EPL",0.606741573033708,0.35,0.466666666666667,1.25,0.491525423728814,0.479452054794521,0.6,0.587155963302752,0.408163265306122,"H",1.66,3.6,5
"3887",1248,"EPL",0.674157303370786,0.5,0.666666666666667,0.25,0.389830508474576,0.342465753424658,0.516666666666667,0.623853211009174,0.285714285714286,"D",4,3.5,1.83
"3888",1249,"EPL",0.438202247191011,0.2,0.4,0.928571428571429,0.5,0.452054794520548,0.6,0.587155963302752,0.36734693877551,"A",2.1,3.25,3.4
"3893",1254,"EPL",0.50561797752809,0.55,0.666666666666667,0.571428571428571,0.5,0.452054794520548,0.633333333333333,0.532110091743119,0.204081632653061,"H",2.25,3.25,2.75
"3907",1268,"EPL",0.393258426966292,0.55,0.666666666666667,0.733333333333333,0.525423728813559,0.452054794520548,0.566666666666667,0.55045871559633,0.326530612244898,"H",2.25,3.25,2.75
"3909",1270,"EPL",0.224719101123595,0.4,0.266666666666667,1.125,0.466101694915254,0.36986301369863,0.35,0.669724770642202,0.0816326530612245,"H",1.8,3.4,4.5
"3912",1273,"EPL",0.696629213483146,0.3,0.466666666666667,0.571428571428571,0.652542372881356,0.534246575342466,0.6,0.431192660550459,0.285714285714286,"D",2.7,3.25,2.5
"3915",1276,"EPL",0.550561797752809,0.35,0.533333333333333,0.636363636363636,0.550847457627119,0.465753424657534,0.466666666666667,0.715596330275229,0.244897959183673,"D",2.2,2.5,3.2
"3916",1277,"EPL",0.876404494382023,0.5,1,0.153846153846154,0.474576271186441,0.465753424657534,0.583333333333333,0.467889908256881,0.36734693877551,"D",6,3.8,1.53
"3920",1281,"EPL",0.921348314606742,0.6,0.666666666666667,0.166666666666667,0.771186440677966,0.684931506849315,0.433333333333333,0.394495412844037,0.408163265306122,"A",5,3.6,1.66
"3926",1287,"EPL",0.752808988764045,0.5,0.866666666666667,0.428571428571429,0.576271186440678,0.438356164383562,0.533333333333333,0.605504587155963,0.244897959183673,"H",3.2,3.25,2.2
"3928",1289,"EPL",0.359550561797753,0.25,0.6,1.11764705882353,0.466101694915254,0.424657534246575,0.333333333333333,0.651376146788991,0.448979591836735,"A",2.1,3.25,3.4
"3930",1291,"EPL",0.471910112359551,0.15,0.333333333333333,1.85714285714286,0.432203389830508,0.26027397260274,0.4,0.532110091743119,0.122448979591837,"H",2,3.3,3.6
"3934",1295,"EPL",0.752808988764045,0.35,0.666666666666667,0.1875,0.567796610169491,0.397260273972603,0.6,0.513761467889908,0.244897959183673,"H",3.2,3.25,2.2
"3935",1296,"EPL",0.337078651685393,0.2,0.0666666666666667,2.33333333333333,0.440677966101695,0.315068493150685,0.45,0.431192660550459,0.26530612244898,"D",1.444,3.75,6.5
"3938",1299,"EPL",0.955056179775281,0.6,0.666666666666667,0.0833333333333333,0.796610169491525,0.753424657534247,0.566666666666667,0.36697247706422,0.408163265306122,"A",6,4,1.5
"3942",1303,"EPL",0.449438202247191,0.4,0.266666666666667,0.777777777777778,0.576271186440678,0.465753424657534,0.45,0.623853211009174,0.36734693877551,"A",2.1,3.25,3.4
"3945",1306,"EPL",0.98876404494382,0.45,0.666666666666667,0.5,0.61864406779661,0.561643835616438,0.483333333333333,0.394495412844037,0.448979591836735,"D",2.1,3.2,3.2
"3946",1307,"EPL",0.235955056179775,0.15,0.0666666666666667,1.35714285714286,0.466101694915254,0.328767123287671,0.65,0.605504587155963,0.489795918367347,"D",0,0,0
"3949",1310,"EPL",0.213483146067416,0.15,0.0666666666666667,2.22222222222222,0.364406779661017,0.26027397260274,0.433333333333333,0.715596330275229,0.285714285714286,"H",1.5,3.5,6
"3954",1315,"EPL",0.370786516853933,0.15,0.133333333333333,4.75,0.338983050847458,0.246575342465753,0.433333333333333,0.513761467889908,0.510204081632653,"D",1.36,4.5,8
"3957",1318,"EPL",0.752808988764045,0.55,0.733333333333333,0.333333333333333,0.550847457627119,0.452054794520548,0.416666666666667,0.422018348623853,0.285714285714286,"D",2.7,3.5,2.37
"3960",1321,"EPL",0.359550561797753,0.1,0.2,0.7,0.652542372881356,0.36986301369863,0.516666666666667,0.513761467889908,0.469387755102041,"A",0,0,0
"3961",1322,"EPL",0.471910112359551,0.05,0.133333333333333,0.7,0.491525423728814,0.36986301369863,0.45,0.541284403669725,0.0816326530612245,"D",2.8,3.3,2.37
"3962",1323,"EPL",0.269662921348315,0.3,0.333333333333333,0.944444444444444,0.516949152542373,0.397260273972603,0.483333333333333,0.522935779816514,0.285714285714286,"D",2.3,3.2,2.7
"3969",1330,"EPL",0.370786516853933,0.25,0.266666666666667,0.8125,0.423728813559322,0.246575342465753,0.333333333333333,0.568807339449541,0.285714285714286,"H",0,0,0
"3974",1335,"EPL",0.235955056179775,0.2,0.333333333333333,1.28571428571429,0.474576271186441,0.315068493150685,0.4,0.541284403669725,0.408163265306122,"H",1.727,3.25,4.333
"3975",1336,"EPL",0.382022471910112,0.75,0.666666666666667,0.846153846153846,0.406779661016949,0.534246575342466,0.533333333333333,0.63302752293578,0.122448979591837,"H",2.2,3.25,2.8
"3981",1342,"EPL",0.0337078651685393,0.35,0.2,1.35714285714286,0.559322033898305,0.520547945205479,0.65,0.522935779816514,0.285714285714286,"H",2.37,3.25,3
"3982",1343,"EPL",0.393258426966292,0.2,0.533333333333333,0.705882352941177,0.466101694915254,0.356164383561644,0.366666666666667,0.467889908256881,0.0816326530612245,"A",0,0,0
"3985",1346,"EPL",0.752808988764045,0.55,1,0.0666666666666667,0.525423728813559,0.547945205479452,0.516666666666667,0.642201834862385,0.285714285714286,"A",6.5,3.75,1.533
"3989",1350,"EPL",0.0449438202247191,0.1,0.2,17,0.364406779661017,0.26027397260274,0.3,0.596330275229358,0.326530612244898,"H",1.14,7,23
"3998",1359,"EPL",0.112359550561798,0.3,0.466666666666667,0.545454545454545,0.542372881355932,0.493150684931507,0.5,0.614678899082569,0.285714285714286,"H",2.25,3.2,3.25
"3999",1360,"EPL",0.0674157303370786,0.25,0.333333333333333,1.875,0.508474576271186,0.383561643835616,0.533333333333333,0.642201834862385,0.469387755102041,"A",1.9,3.3,4.2
"4005",1366,"EPL",0.449438202247191,0.35,0.733333333333333,0.636363636363636,0.415254237288136,0.315068493150685,0.666666666666667,0.660550458715596,0.36734693877551,"A",0,0,0
"4011",1372,"EPL",0.101123595505618,0.15,0.4,0.75,0.423728813559322,0.356164383561644,0.45,0.724770642201835,0.73469387755102,"A",2.75,3.25,2.62
"4020",1381,"EPL",0.0898876404494382,0.15,0.466666666666667,2,0.440677966101695,0.356164383561644,0.35,0.596330275229358,0.408163265306122,"H",1.66,3.75,5.5
"4023",1384,"EPL",0.426966292134831,0.3,0.466666666666667,1.33333333333333,0.296610169491525,0.273972602739726,0.366666666666667,0.532110091743119,0.244897959183673,"D",1.9,3.1,4.33
"4024",1385,"EPL",0.134831460674157,0.05,0.333333333333333,0.368421052631579,0.627118644067797,0.383561643835616,0.6,0.651376146788991,0.448979591836735,"A",5,3.6,1.72
"4029",1390,"EPL",0.0561797752808989,0.15,0.266666666666667,1.17647058823529,0.406779661016949,0.315068493150685,0.366666666666667,0.596330275229358,0.285714285714286,"H",1.72,3.6,5
"4035",1396,"EPL",0.247191011235955,0.35,0.333333333333333,2.22222222222222,0.457627118644068,0.342465753424658,0.566666666666667,0.688073394495413,0.346938775510204,"H",1.833,3.3,4.333
"4042",1403,"EPL",0.0786516853932584,0.55,0.266666666666667,2,0.567796610169491,0.520547945205479,0.816666666666667,0.678899082568807,0.285714285714286,"H",2.37,3.3,3
"4044",1405,"EPL",0.247191011235955,0.55,0.866666666666667,0.75,0.584745762711864,0.575342465753425,0.45,0.486238532110092,0.326530612244898,"H",1.5,4,7
"4049",1410,"EPL",0.651685393258427,0.55,0.533333333333333,0.1875,0.771186440677966,0.589041095890411,0.55,0.614678899082569,0.204081632653061,"H",4,3.25,1.909
"4057",1418,"EPL",0.292134831460674,0.75,1,2,0.711864406779661,0.712328767123288,0.616666666666667,0.467889908256881,0.244897959183673,"D",2.5,3.1,3
"4060",1421,"EPL",0.224719101123595,0.3,0.6,1.5,0.686440677966102,0.520547945205479,0.533333333333333,0.559633027522936,0.244897959183673,"D",3,3.3,2.37
"4062",1423,"EPL",0.438202247191011,0.35,0.466666666666667,0.538461538461538,0.677966101694915,0.616438356164384,0.533333333333333,0.513761467889908,0.163265306122449,"H",2.875,3.25,2.375
"4066",1427,"EPL",0.213483146067416,0.6,0.866666666666667,0.875,0.652542372881356,0.589041095890411,0.5,0.587155963302752,0.36734693877551,"A",2.1,3.3,3.6
"4070",1431,"EPL",0.168539325842697,0.2,0.333333333333333,0.55,0.406779661016949,0.328767123287671,0.433333333333333,0.522935779816514,0.530612244897959,"A",3.25,3.4,2.2
"4072",1433,"EPL",0.415730337078652,0.35,0.4,0.6875,0.347457627118644,0.287671232876712,0.35,0.669724770642202,0.244897959183673,"D",0,0,0
"4076",1437,"EPL",0.471910112359551,0.4,0.6,0.416666666666667,0.457627118644068,0.397260273972603,0.516666666666667,0.614678899082569,0.244897959183673,"H",2.5,3.25,2.7
"4079",1440,"EPL",0.213483146067416,0.5,0.6,2,0.449152542372881,0.383561643835616,0.35,0.642201834862385,0.326530612244898,"D",1.33,5,10
"4081",1442,"EPL",0.280898876404494,0.4,0.8,0.5,0.508474576271186,0.493150684931507,0.366666666666667,0.532110091743119,0.285714285714286,"D",2,3.4,3.8
"4084",1445,"EPL",0.0898876404494382,0.1,0,19,0.313559322033898,0.164383561643836,0.266666666666667,0.541284403669725,0.326530612244898,"H",1.16,7,17
"4089",1450,"EPL",0.415730337078652,0.55,0.666666666666667,0.444444444444444,0.525423728813559,0.493150684931507,0.583333333333333,0.660550458715596,0.244897959183673,"A",2.7,3.25,2.5
"4098",1459,"EPL",0.370786516853933,0.5,0.733333333333333,0.2,0.635593220338983,0.438356164383562,0.283333333333333,0.486238532110092,0.285714285714286,"A",4,3.3,2
"4106",1467,"EPL",0.112359550561798,0.1,0.133333333333333,1.33333333333333,0.355932203389831,0.356164383561644,0.566666666666667,0.688073394495413,0.326530612244898,"D",2,3.3,4
"4107",1468,"EPL",0.0674157303370786,0,0.0666666666666667,1.17647058823529,0.372881355932203,0.26027397260274,0.316666666666667,0.559633027522936,0.326530612244898,"H",1.66,3.6,5.5
"4114",1475,"EPL",0.303370786516854,0.3,0.6,1.16666666666667,0.635593220338983,0.493150684931507,0.616666666666667,0.724770642201835,0.326530612244898,"A",2.1,3.3,3.6
"4116",1477,"EPL",0.382022471910112,0.2,0.133333333333333,11,0.567796610169491,0.534246575342466,0.583333333333333,0.55045871559633,0.285714285714286,"H",1.222,5.5,13
"4120",1481,"EPL",0.157303370786517,0.4,0.4,1.2,0.398305084745763,0.410958904109589,0.433333333333333,0.73394495412844,0.326530612244898,"H",1.8,3.5,4.75
"4126",1487,"EPL",0.460674157303371,0.35,0.6,0.411764705882353,0.466101694915254,0.342465753424658,0.383333333333333,0.541284403669725,0.163265306122449,"D",0,0,0
"4127",1488,"EPL",0.191011235955056,0.35,0.266666666666667,0.857142857142857,0.38135593220339,0.342465753424658,0.55,0.467889908256881,0.204081632653061,"D",2.2,3.25,3.4
"4129",1490,"EPL",0.48314606741573,0.4,0.6,0.375,0.677966101694915,0.616438356164384,0.733333333333333,0.577981651376147,0.122448979591837,"H",3.75,3.25,1.833
"4131",1492,"EPL",0.764044943820225,0.35,0.866666666666667,0.0526315789473684,0.576271186440678,0.493150684931507,0.483333333333333,0.431192660550459,0.408163265306122,"A",7.5,4.33,1.4
"4133",1494,"EPL",0.157303370786517,0.3,0.533333333333333,3,0.389830508474576,0.36986301369863,0.383333333333333,0.660550458715596,0.408163265306122,"H",1.83,3.25,5
"4134",1495,"EPL",0.168539325842697,0.5,0.533333333333333,2.16666666666667,0.559322033898305,0.465753424657534,0.566666666666667,0.348623853211009,0.346938775510204,"A",2.2,3.25,3.4
